1;23210;314,000;400,000
2;37842;351,000;400,000
1;53353;180,000;400,000
6;65542;859,000;400,000
1;80942;178,000;400,000
6;92920;872,000;400,000
1;108386;177,000;400,000
6;120372;892,000;400,000
1;135786;182,000;400,000
6;147724;880,000;400,000
1;163200;179,000;400,000
6;175186;886,000;400,000
1;191074;176,000;400,000
6;202833;851,000;400,000
1;218379;177,000;400,000
6;230533;853,000;400,000
1;246016;173,000;400,000
6;258176;855,000;400,000
1;273556;170,000;400,000
6;285823;829,000;400,000
1;301445;164,000;400,000
7;312982;959,000;400,000
1;328487;178,000;400,000
6;340675;833,000;400,000
1;356084;174,000;400,000
6;370398;546,000;400,000
1;385172;153,000;400,000
7;396945;917,000;400,000
1;412353;192,000;400,000
6;424636;806,000;400,000
1;440131;176,000;400,000
6;452152;884,000;400,000
1;468417;170,000;400,000
6;479905;839,000;400,000
1;495461;177,000;400,000
6;507362;887,000;400,000
1;522765;173,000;400,000
6;534725;865,000;400,000
1;550175;169,000;400,000
6;562203;858,000;400,000
1;578397;171,000;400,000
6;589643;850,000;400,000
1;605044;190,000;400,000
6;617765;855,000;400,000
1;632674;186,000;400,000
6;644583;876,000;400,000
1;660082;172,000;400,000
6;672243;850,000;400,000
1;687715;163,000;400,000
7;699448;939,000;400,000
1;715054;140,000;400,000
7;727124;842,000;400,000
1;742658;158,000;400,000
7;754411;932,000;400,000
1;770812;170,000;400,000
6;783331;836,000;400,000
1;797490;173,000;400,000
6;809772;838,000;400,000
1;825255;160,000;400,000
7;836071;1118,000;400,000
1;853212;180,000;400,000
6;863628;860,000;400,000
1;879130;160,000;400,000
7;889987;1103,000;400,000
1;905512;159,000;400,000
7;917242;934,000;400,000
1;932644;193,000;400,000
6;944957;806,000;400,000
1;960557;156,000;400,000
7;971422;1115,000;400,000
1;982415;106,000;400,000
8;982263;29,000;400,000
10;1018836;96,000;400,000
8;1028957;1242,000;400,000
1;1044576;156,000;400,000
7;1051945;758,000;400,000
1;1051930;4,000;400,000
11;1088747;112,000;400,000
8;1098904;1248,000;400,000
1;1114353;171,000;400,000
6;1126436;869,000;400,000
1;1141953;168,000;400,000
6;1154065;842,000;400,000
1;1169511;189,000;400,000
6;1183026;810,000;400,000
1;1197729;109,000;400,000
8;1208883;989,000;400,000
1;1224421;164,000;400,000
7;1236033;937,000;400,000
1;1251527;164,000;400,000
7;1263820;972,000;400,000
1;1278501;178,000;400,000
6;1290774;810,000;400,000
1;1306335;157,000;400,000
7;1317902;971,000;400,000
1;1333324;192,000;400,000
6;1345583;824,000;400,000
1;1361071;161,000;400,000
7;1372835;919,000;400,000
1;1388407;158,000;400,000
7;1399955;963,000;400,000
1;1415097;150,000;400,000
7;1421512;21,000;400,000
11;1441626;1250,000;400,000
1;1460005;188,000;400,000
6;1469446;801,000;400,000
1;1485023;161,000;400,000
7;1495753;1118,000;400,000
1;1511395;159,000;400,000
7;1523712;1021,000;400,000
1;1537997;178,000;400,000
6;1549617;943,000;400,000
1;1565178;163,000;400,000
7;1577511;789,000;400,000
1;1592951;193,000;400,000
6;1605542;760,000;400,000
1;1621007;191,000;400,000
6;1625636;175,000;400,000
6;1625575;12,000;400,000
11;1625404;33,000;400,000
