1;20718;695,000;0,000
1;36260;182,000;0,000
1;51705;186,000;0,000
1;67151;184,000;0,000
1;82695;182,000;0,000
1;98141;184,000;0,000
1;113658;185,000;0,000
1;129222;184,000;0,000
1;144885;187,000;0,000
1;160224;185,000;0,000
1;175730;182,000;0,000
1;191226;178,000;0,000
1;206763;184,000;0,000
1;222383;179,000;0,000
1;237837;184,000;0,000
1;253353;167,000;0,000
1;269191;96,000;0,000
1;284735;174,000;0,000
1;300329;182,000;0,000
1;315847;171,000;0,000
1;331354;168,000;0,000
1;346895;168,000;0,000
1;362426;180,000;0,000
1;378010;178,000;0,000
1;393634;164,000;0,000
1;409176;178,000;0,000
1;424625;182,000;0,000
1;440199;172,000;0,000
1;455742;175,000;0,000
1;471277;181,000;0,000
1;486848;161,000;0,000
2;501517;344,000;0,000
2;516208;341,000;0,000
2;530928;336,000;0,000
2;545598;338,000;0,000
2;560330;333,000;0,000
2;575065;341,000;0,000
2;589819;333,000;0,000
2;604404;371,000;0,000
2;619150;332,000;0,000
2;633781;348,000;0,000
2;648618;325,000;0,000
2;663317;333,000;0,000
2;678807;357,000;0,000
2;692778;307,000;0,000
2;707582;327,000;0,000
2;722186;373,000;0,000
2;736987;312,000;0,000
2;751840;325,000;0,000
2;766300;372,000;0,000
2;781041;329,000;0,000
2;795749;336,000;0,000
2;810532;324,000;0,000
2;825071;371,000;0,000
2;839910;325,000;0,000
2;854421;379,000;0,000
2;869186;322,000;0,000
2;883780;370,000;0,000
2;898586;318,000;0,000
2;913203;368,000;0,000
2;927982;321,000;0,000
2;942782;317,000;0,000
3;956568;534,000;0,000
3;970653;464,000;0,000
3;983713;465,000;0,000
3;998465;532,000;0,000
3;1012198;539,000;0,000
3;1019626;300,000;0,000
3;1019574;10,000;0,000
3;1019528;9,000;0,000
3;1075472;20,000;0,000
3;1089270;531,000;0,000
3;1101274;384,000;0,000
3;1101222;10,000;0,000
3;1117704;9,000;0,000
3;1150014;462,000;0,000
3;1164853;296,000;0,000
3;1178912;445,000;0,000
3;1192873;488,000;0,000
3;1206781;492,000;0,000
3;1220637;499,000;0,000
3;1234562;483,000;0,000
3;1248547;483,000;0,000
3;1262519;488,000;0,000
3;1276510;481,000;0,000
3;1290480;487,000;0,000
3;1304382;487,000;0,000
3;1318388;481,000;0,000
3;1332327;470,000;0,000
3;1345959;549,000;0,000
3;1361459;448,000;0,000
3;1374050;492,000;0,000
3;1388076;460,000;0,000
4;1401384;609,000;0,000
4;1414326;686,000;0,000
4;1427852;566,000;0,000
4;1441247;599,000;0,000
4;1454571;605,000;0,000
4;1468071;596,000;0,000
4;1470621;155,000;0,000
4;1470560;12,000;0,000
4;1470503;11,000;0,000
4;1470434;13,000;0,000
4;1546998;224,000;0,000
4;1559850;636,000;0,000
4;1573906;553,000;0,000
4;1586860;590,000;0,000
4;1600124;621,000;0,000
4;1613422;602,000;0,000
4;1626766;607,000;0,000
4;1640096;605,000;0,000
4;1653339;622,000;0,000
4;1666472;636,000;0,000
4;1679943;564,000;0,000
4;1694157;607,000;0,000
4;1706495;614,000;0,000
4;1719651;642,000;0,000
4;1733607;581,000;0,000
4;1746931;610,000;0,000
4;1759878;598,000;0,000
4;1773114;626,000;0,000
4;1786486;590,000;0,000
4;1799749;618,000;0,000
4;1813060;610,000;0,000
5;1825611;767,000;0,000
5;1838056;782,000;0,000
5;1847060;520,000;0,000
5;1866999;171,000;0,000
5;1879632;730,000;0,000
5;1892169;755,000;0,000
5;1904667;772,000;0,000
5;1917277;744,000;0,000
5;1927547;566,000;0,000
5;1927486;12,000;0,000
5;1927395;18,000;0,000
5;1927329;13,000;0,000
5;1993426;342,000;0,000
5;2006308;789,000;0,000
5;2018462;744,000;0,000
5;2031058;742,000;0,000
5;2043623;747,000;0,000
5;2056210;746,000;0,000
5;2068740;755,000;0,000
5;2081589;699,000;0,000
5;2094019;780,000;0,000
5;2106906;689,000;0,000
5;2119630;729,000;0,000
5;2132047;794,000;0,000
5;2144665;751,000;0,000
5;2157146;773,000;0,000
5;2169900;707,000;0,000
5;2182476;761,000;0,000
5;2195056;770,000;0,000
5;2207862;694,000;0,000
5;2220422;770,000;0,000
6;2232473;878,000;0,000
6;2244407;903,000;0,000
6;2256374;878,000;0,000
6;2268697;802,000;0,000
6;2272029;319,000;0,000
6;2271932;19,000;0,000
6;2313895;341,000;0,000
6;2326022;837,000;0,000
6;2338178;821,000;0,000
6;2350122;879,000;0,000
6;2363490;580,000;0,000
6;2375467;879,000;0,000
6;2387654;834,000;0,000
6;2400923;911,000;0,000
6;2411707;822,000;0,000
6;2423571;897,000;0,000
6;2435473;890,000;0,000
6;2447349;892,000;0,000
6;2460155;853,000;0,000
6;2465861;491,000;0,000
6;2488422;199,000;0,000
6;2500639;831,000;0,000
6;2512584;873,000;0,000
6;2524548;891,000;0,000
6;2536430;877,000;0,000
6;2546102;682,000;0,000
6;2561097;15,000;0,000
6;2577406;869,000;0,000
6;2589877;782,000;0,000
6;2601593;925,000;0,000
6;2613774;822,000;0,000
7;2625026;1029,000;0,000
7;2636336;1013,000;0,000
7;2647744;998,000;0,000
7;2647889;45,000;0,000
7;2647783;21,000;0,000
7;2692583;668,000;0,000
