1;21979;543,000;400,000
1;37534;177,000;400,000
6;49563;879,000;400,000
1;65051;180,000;400,000
6;77067;871,000;400,000
1;92518;181,000;400,000
6;104430;911,000;400,000
1;119829;182,000;400,000
6;131717;891,000;400,000
1;147255;175,000;400,000
6;159426;839,000;400,000
1;174902;180,000;600,000
12;183620;1535,000;600,000
1;199085;178,000;600,000
12;207693;1560,000;600,000
1;223607;179,000;600,000
12;231870;1520,000;600,000
1;247283;186,000;600,000
12;256489;1430,000;600,000
1;272003;181,000;600,000
12;280332;1604,000;600,000
1;295803;175,000;600,000
12;305249;1543,000;3000,000
41;310135;2121,000;3000,000
25;314744;2357,000;3000,000
18;321267;1967,000;3000,000
29;323288;2870,000;3000,000
4;336392;640,000;3000,000
66;326736;5196,000;3000,000
1;342254;190,000;3000,000
78;331464;5402,000;3000,000
1;346866;191,000;3000,000
78;334123;5871,000;3000,000
1;349154;190,000;3000,000
78;337933;5728,000;3000,000
1;352254;181,000;3000,000
79;341556;5595,000;3000,000
1;356122;177,000;3000,000
79;345538;5578,000;3000,000
1;360001;181,000;3000,000
79;350179;5383,000;3000,000
1;364809;181,000;3000,000
79;353465;5540,000;3000,000
1;368933;191,000;3000,000
78;355984;5848,000;1400,000
1;371404;190,000;1400,000
34;375547;2446,000;1400,000
1;390995;185,000;1400,000
34;391572;3163,000;1400,000
1;407009;173,000;1400,000
34;408007;3079,000;1400,000
1;423516;180,000;1400,000
34;424068;3243,000;1400,000
1;439108;194,000;1400,000
34;439978;3091,000;1400,000
1;455485;181,000;600,000
12;464797;1415,000;600,000
1;480319;162,000;600,000
12;488895;1557,000;600,000
1;504387;179,000;600,000
12;512795;1595,000;600,000
1;528261;174,000;600,000
12;537750;1451,000;600,000
1;552984;187,000;600,000
12;562371;1387,000;600,000
1;577927;172,000;600,000
12;586731;1519,000;2600,000
30;588784;2865,000;2600,000
1;604121;190,000;2600,000
67;601031;2181,000;2600,000
12;622750;739,000;2600,000
52;616477;4399,000;2600,000
1;631841;182,000;2600,000
67;623313;4984,000;2600,000
1;638745;201,000;2600,000
67;633867;4432,000;2600,000
1;648312;193,000;2600,000
67;641178;4690,000;600,000
1;656635;185,000;600,000
12;666175;1357,000;600,000
1;681573;196,000;600,000
11;691645;1255,000;600,000
1;707182;165,000;600,000
12;719900;798,000;600,000
1;734989;186,000;600,000
12;745090;1244,000;600,000
1;760583;194,000;600,000
11;770965;1180,000;600,000
1;786333;194,000;1800,000
45;784690;1875,000;1800,000
1;784673;12,000;1800,000
50;821991;706,000;1800,000
30;822955;3086,000;1800,000
1;838418;182,000;1800,000
45;837467;3709,000;1800,000
1;851686;185,000;1800,000
45;850720;3464,000;1800,000
1;866166;176,000;1800,000
45;864578;3572,000;1800,000
1;880020;198,000;200,000
1;895537;181,000;200,000
1;911033;169,000;200,000
1;926569;170,000;200,000
1;942082;171,000;200,000
1;957650;175,000;200,000
1;973125;171,000;200,000
1;988616;172,000;200,000
1;1004143;161,000;200,000
1;1019565;193,000;200,000
1;1035094;171,000;200,000
1;1050537;164,000;1800,000
46;1046887;3991,000;1800,000
1;1062349;182,000;1800,000
45;1060062;3717,000;1800,000
1;1075537;174,000;1800,000
45;1071552;3591,000;1800,000
1;1071534;12,000;1800,000
50;1070784;140,000;1800,000
46;1070094;138,000;1800,000
46;1077732;160,000;1800,000
46;1135127;3493,000;1800,000
1;1150674;173,000;2600,000
68;1142100;4966,000;2600,000
1;1157555;193,000;2600,000
